"pid","location","lat","lon"
14642,"284 HIGHLAND ST",41.329007,-72.925735
14643,"186 SHEFFIELD AV",41.328998,-72.92546
14644,"182 SHEFFIELD AV",41.328894,-72.925496
14645,"176 SHEFFIELD AV",41.328808,-72.925582
14646,"172 SHEFFIELD AV",41.328719,-72.925629
14647,"166 SHEFFIELD AV",41.328627,-72.925661
14648,"162 SHEFFIELD AV",41.3285029,-72.9255547
14649,"156 SHEFFIELD AV",41.328429,-72.925729
14650,"152 SHEFFIELD AV",41.328333,-72.925761
14651,"146 SHEFFIELD AV",41.328234,-72.925794
14652,"142 SHEFFIELD AV",41.328103,-72.925837
14653,"130 SHEFFIELD AV",41.327944,-72.925878
14654,"126 SHEFFIELD AV",41.327819,-72.925917
14655,"120 SHEFFIELD AV",41.327719,-72.925962
14656,"116 SHEFFIELD AV",41.327609,-72.926003
14657,"110 SHEFFIELD AV",41.327502,-72.926033
14658,"106 SHEFFIELD AV",41.3273817,-72.9259331
14659,"100 SHEFFIELD AV",41.327287,-72.926032
14660,"94 SHEFFIELD AV",41.327187,-72.926065
14661,"107 STARR ST",41.3273058,-72.9263306
14662,"109 STARR ST",41.32739,-72.926453
14663,"93 SHEFFIELD AV",41.327051,-72.925484
14664,"97 SHEFFIELD AV",41.32715,-72.925451
14665,"103 SHEFFIELD AV",41.327248,-72.925419
14666,"107 SHEFFIELD AV",41.3273609,-72.9254199
14667,"113 SHEFFIELD AV",41.327441,-72.925288
14668,"117 SHEFFIELD AV",41.32755,-72.925254
14669,"125 SHEFFIELD AV",41.327649,-72.925224
14670,"141 SHEFFIELD AV",41.32797,-72.925113
14671,"165 SHEFFIELD AV",41.328411,-72.924964
14672,"266 HIGHLAND ST",41.328781,-72.9249899
14673,"262 HIGHLAND ST",41.328747,-72.924823
14674,"258 HIGHLAND ST",41.3287199,-72.924682
14675,"72 SHELDON TER",41.328765,-72.924319
14676,"68 SHELDON TER",41.3286287,-72.9242926
14677,"62 SHELDON TER",41.328515,-72.9244049
14678,"58 SHELDON TER",41.32839,-72.924446
14679,"50 SHELDON TER",41.328261,-72.924489
14680,"46 SHELDON TER",41.3281066,-72.9244534
14681,"42 SHELDON TER",41.327995,-72.924577
14682,"38 SHELDON TER",41.327862,-72.924621
14683,"32 SHELDON TER",41.327729,-72.924666
14684,"24 SHELDON TER",41.3274421,-72.9247688
14685,"12 SHELDON TER",41.327203,-72.924823
14686,"8 SHELDON TER",41.327077,-72.924864
14687,"4 SHELDON TER",41.326941,-72.92491
14688,"73 STARR ST",41.3270496,-72.9251969
14689,"395 WINCHESTER AV",41.324667,-72.9279764
14690,"320 MANSFIELD ST",41.324032,-72.926131
14691,"275 WINCHESTER AV",41.322381,-72.927365
14692,"375 WINCHESTER AV",41.324895,-72.927142
14693,"WINCHESTER AV",41.3255709,-72.9277228
14694,"300 MANSFIELD ST",41.323321,-72.9261159
14695,"50 DIVISION ST",41.324637,-72.925723
14696,"DIVISION ST",41.3255709,-72.9277228
14697,"DIVISION ST",41.3255709,-72.9277228
14698,"CANAL ST",41.3177242,-72.9281207
14699,"ASHMUN ST",41.3175029,-72.9295129
14700,"206 CANAL ST",41.320543,-72.929677
14701,"173 ASHMUN ST",41.31898,-72.929328
14702,"ASHMUN ST",41.3175029,-72.9295129
14703,"ASHMUN ST",41.3175029,-72.9295129
14704,"237 ASHMUN ST",41.3190539,-72.9297224
14705,"219 ASHMUN ST",41.318104,-72.929451
14706,"150 MUNSON ST",41.320755,-72.928949
14707,NA,40.6004643,-73.752093
14708,"182 WINCHESTER AV",41.319405,-72.92833
14709,"130 WINCHESTER AV #100",40.101654,-84.642688
14710,"130 WINCHESTER AV #101",40.101654,-84.642688
14711,"130 WINCHESTER AV #102",40.101654,-84.642688
14712,"130 WINCHESTER AV #103",40.101654,-84.642688
14713,"130 WINCHESTER AV #104",40.101654,-84.642688
14714,"130 WINCHESTER AV #105",40.101654,-84.642688
14715,"130 WINCHESTER AV #106",40.101654,-84.642688
14716,"130 WINCHESTER AV #107",40.101654,-84.642688
14717,"130 WINCHESTER AV #200",40.101654,-84.642688
14718,"130 WINCHESTER AV #201",40.101654,-84.642688
14719,"130 WINCHESTER AV #202",40.101654,-84.642688
14720,"130 WINCHESTER AV #203",40.101654,-84.642688
14721,"130 WINCHESTER AV #204",40.101654,-84.642688
14722,"130 WINCHESTER AV #205",40.101654,-84.642688
14723,"130 WINCHESTER AV #206",40.101654,-84.642688
14724,"130 WINCHESTER AV #207",40.101654,-84.642688
14725,"130 WINCHESTER AV #300",40.101654,-84.642688
14726,"130 WINCHESTER AV #301",40.101654,-84.642688
14727,"130 WINCHESTER AV #302",40.101654,-84.642688
14728,"130 WINCHESTER AV #303",40.101654,-84.642688
14729,"130 WINCHESTER AV #304",40.101654,-84.642688
14730,"130 WINCHESTER AV #305",40.101654,-84.642688
14731,"130 WINCHESTER AV #306",40.101654,-84.642688
14732,"130 WINCHESTER AV #307",40.101654,-84.642688
14733,"130 WINCHESTER AV #400",40.101654,-84.642688
14734,"130 WINCHESTER AV #401",40.101654,-84.642688
14735,"130 WINCHESTER AV #402",40.101654,-84.642688
14736,"130 WINCHESTER AV #403",40.101654,-84.642688
14737,"130 WINCHESTER AV #404",40.101654,-84.642688
14738,"130 WINCHESTER AV #405",40.101654,-84.642688
14739,"130 WINCHESTER AV #406",40.101654,-84.642688
14740,"130 WINCHESTER AV #407",40.101654,-84.642688
14741,"143 CANAL ST",41.31922,-72.928754
14742,"154 MUNSON ST",41.3212,-72.929631
14743,"195 CANAL ST",41.3203115,-72.9292361
14744,"125 CANAL ST",41.3185829,-72.928471
14745,"220 MANSFIELD ST",41.321213,-72.926291
14746,"216 MANSFIELD ST",41.321106,-72.926298
14747,"212 MANSFIELD ST",41.320952,-72.926309
14748,"198 MANSFIELD ST",41.320791,-72.926424
14749,"196 MANSFIELD ST",41.320681,-72.926337
14750,"192 MANSFIELD ST",41.320587,-72.926344
14751,"188 MANSFIELD ST",41.320489,-72.926347
14752,"184 MANSFIELD ST",41.320374,-72.926307
14753,"182 MANSFIELD ST",41.320232,-72.926323
14754,"15 TILTON ST",41.320323,-72.926659
14755,"19 TILTON ST",41.320426,-72.926848
14756,"23 TILTON ST",41.320425,-72.926987
14757,"27 TILTON ST",41.320429,-72.927126
14758,"31 TILTON ST",41.320423,-72.927268
14759,"35 TILTON ST",41.320433,-72.927413
14760,"39 TILTON ST",41.320435,-72.92756
14761,"43 TILTON ST",41.320442,-72.927744
14762,"215 WINCHESTER AV",41.320435,-72.9280689
14763,"225 WINCHESTER AV",41.32062,-72.928113
14764,"235 WINCHESTER AV",41.320808,-72.928228
14765,"241 WINCHESTER AV",41.320939,-72.928246
14766,"122 MUNSON ST #1",41.321176,-72.928222
14767,"122 MUNSON ST #2",41.321176,-72.928222
14768,"122 MUNSON ST #3",41.321176,-72.928222
14769,"122 MUNSON ST #4",41.321176,-72.928222
14770,"124 MUNSON ST #5",42.577355,-72.624661
14771,"124 MUNSON ST #6",42.577355,-72.624661
14772,"124 MUNSON ST #7",42.577355,-72.624661
14773,"124 MUNSON ST #8",42.577355,-72.624661
14774,"124 MUNSON ST #9",42.577355,-72.624661
14775,"124 MUNSON ST #10",42.577355,-72.624661
14776,"265 WINCHESTER AV",41.3213636,-72.9285792
14777,NA,40.6004643,-73.752093
14778,"116 MUNSON ST",41.321116,-72.927849
14779,"249 WINCHESTER AV",41.3210073,-72.928639
14780,"MUNSON ST",41.3227032,-72.9345934
14781,"110 MUNSON ST",41.3210989,-72.927419
14782,"84 MUNSON ST",41.3212013,-72.9267047
14783,"82 MUNSON ST",41.3212033,-72.926603
14784,"174 MANSFIELD ST",41.31998,-72.926333
14785,"170 MANSFIELD ST",41.31988,-72.9263299
14786,"168 MANSFIELD ST",41.3197789,-72.9263299
14787,"164 MANSFIELD ST",41.319663,-72.926331
14788,"158 MANSFIELD ST",41.319536,-72.926339
14789,"152 MANSFIELD ST",41.319397,-72.926345
14790,"15 WOODLAND ST",41.3194792,-72.9266603
14791,"19 WOODLAND ST",41.3206533,-72.9233355
14792,"23 WOODLAND ST",41.319581,-72.926927
14793,"31 WOODLAND ST",41.319591,-72.9270729
14794,"37 WOODLAND ST",41.319601,-72.927222
14795,"41 WOODLAND ST",41.319611,-72.927376
14796,"43 WOODLAND ST",41.3194838,-72.9275277
14797,"169 WINCHESTER AV",41.3194928,-72.927767
14798,NA,40.6004643,-73.752093
14799,"181 WINCHESTER AV",41.3197273,-72.9278338
14800,"185 WINCHESTER AV",41.319811,-72.92774
14801,"191 WINCHESTER AV",41.319939,-72.927849
14802,"201 WINCHESTER AV",41.320089,-72.927969
14803,"46 TILTON ST",41.3200615,-72.9277019
14804,"38 TILTON ST",41.319977,-72.92751
14805,"34 TILTON ST",41.319965,-72.9273539
14806,"30 TILTON ST",41.319954,-72.92722
14807,"26 TILTON ST",41.319942,-72.927077
14808,"22 TILTON ST",41.3199697,-72.9269204
14809,"20 TILTON ST",41.3199851,-72.9267814
14810,"16 TILTON ST",41.319912,-72.926638
14811,"94 CANAL ST",41.317582,-72.928302
14812,"90 CANAL ST",41.317493,-72.928264
14813,"88 CANAL ST",41.3174149,-72.928231
14814,"82 CANAL ST",41.3173,-72.928181
14815,"80 CANAL ST",41.31718,-72.928132
14816,"78 CANAL ST",41.317102,-72.92809
14817,"74 CANAL ST",41.3170209,-72.9280579
14818,"70 CANAL ST",41.316943,-72.928018
14819,"68 CANAL ST",41.316867,-72.92798
14820,"64 CANAL ST",41.3167929,-72.9279449
14821,"60 CANAL ST",41.31671,-72.927841
14822,"9 BRISTOL ST",41.316659,-72.928009
14823,"11 BRISTOL ST",41.316695,-72.928172
14824,"15 BRISTOL ST",41.316651,-72.928288
14825,"19 BRISTOL ST",41.316628,-72.928397
14826,"21 BRISTOL ST",41.316572,-72.928481
14827,"27 BRISTOL ST",41.3164299,-72.928591
14828,"121 ASHMUN ST",41.31637,-72.928899
14829,"129 ASHMUN ST",41.316511,-72.928828
14830,"133 ASHMUN ST",41.31664,-72.928871
14831,"139 ASHMUN ST",41.316795,-72.928867
14832,"145 ASHMUN ST",41.316929,-72.928901
14833,"ASHMUN ST",41.3175029,-72.9295129
14834,"147 ASHMUN ST",41.31716,-72.928834
14835,"ASHMUN ST",41.3175029,-72.9295129
14836,"157 ASHMUN ST",41.31742,-72.92888
14837,NA,40.6004643,-73.752093
14838,NA,40.6004643,-73.752093
14839,NA,40.6004643,-73.752093
14840,NA,40.6004643,-73.752093
14841,NA,40.6004643,-73.752093
14842,NA,40.6004643,-73.752093
14843,NA,40.6004643,-73.752093
14844,NA,40.6004643,-73.752093
14845,NA,40.6004643,-73.752093
14846,NA,40.6004643,-73.752093
14847,NA,40.6004643,-73.752093
14848,NA,40.6004643,-73.752093
14849,NA,40.6004643,-73.752093
14850,NA,40.6004643,-73.752093
14851,NA,40.6004643,-73.752093
14852,NA,40.6004643,-73.752093
14853,NA,40.6004643,-73.752093
14854,NA,40.6004643,-73.752093
14855,NA,40.6004643,-73.752093
14856,"101 ASHMUN ST",41.3159786,-72.9287202
14857,NA,40.6004643,-73.752093
14858,NA,40.6004643,-73.752093
14859,"86 WINCHESTER AV",41.317742,-72.927517
14860,"2 WEBSTER ST",41.3176276,-72.9277354
14861,NA,40.6004643,-73.752093
14862,"76 WINCHESTER AV",41.3176125,-72.9274664
14863,"70 WINCHESTER AV",41.317437,-72.92738
14864,"62 WINCHESTER AV",41.317341,-72.927402
14865,"56 WINCHESTER AV",41.31725,-72.927362
14866,"52 WINCHESTER AV",41.31712,-72.927308
14867,"44 WINCHESTER AV",41.316987,-72.927238
14868,"40 WINCHESTER AV",41.316907,-72.9270693
14869,"30 WINCHESTER AV #1",41.3167188,-72.9269392
14870,"30 WINCHESTER AV #2",41.3167188,-72.9269392
14871,"30 WINCHESTER AV #3",41.3167188,-72.9269392
14872,"30 WINCHESTER AV #4",41.3167188,-72.9269392
14873,"30 WINCHESTER AV #5",41.3167188,-72.9269392
14874,"36 WINCHESTER AV #6",40.8241749,-74.83933
14875,"36 WINCHESTER AV #7",40.8241749,-74.83933
14876,"36 WINCHESTER AV #8",40.8241749,-74.83933
14877,"36 WINCHESTER AV #9",40.8241749,-74.83933
14878,"36 WINCHESTER AV #10",40.8241749,-74.83933
14879,"20 WINCHESTER AV",41.3165311,-72.9268931
14880,"16 WINCHESTER AV",41.3164395,-72.9268497
14881,"105 SACHEM ST",41.316271,-72.926906
14882,"106 MANSFIELD ST",41.318052,-72.926211
14883,"102 MANSFIELD ST",41.3179579,-72.9261223
14884,"100 MANSFIELD ST",41.3178946,-72.9261278
14885,"96 MANSFIELD ST",41.317774,-72.926274
14886,"92 MANSFIELD ST",41.317638,-72.92626
14887,"84 MANSFIELD ST",41.317501,-72.926246
14888,"82 MANSFIELD ST",41.317363,-72.926231
14889,"76 MANSFIELD ST",41.3172422,-72.9260749
14890,"72 MANSFIELD ST",41.317084,-72.926196
14891,"68 MANSFIELD ST",41.316887,-72.92618
14892,"58 MANSFIELD ST",41.3167107,-72.9260302
14893,"56 MANSFIELD ST",41.31659,-72.926146
14894,"46 MANSFIELD ST",41.316457,-72.926045
14895,"42 MANSFIELD ST",41.3163,-72.926029
14896,"83 SACHEM ST",41.316356,-72.926317
14897,"15 WINCHESTER AV",41.3165014,-72.9264572
14898,"21 WINCHESTER AV",41.3166345,-72.9264982
14899,"29 WINCHESTER AV",41.3167972,-72.926557
14900,"35 WINCHESTER AV",41.3168894,-72.9265689
14901,"39 WINCHESTER AV",41.3169944,-72.9265978
14902,"45 WINCHESTER AV",41.3170864,-72.9266276
14903,"49 WINCHESTER AV",41.317169,-72.926649
14904,"53 WINCHESTER AV",41.3172522,-72.9267295
14905,"57 WINCHESTER AV",41.3173389,-72.926701
14906,"63 WINCHESTER AV",41.317422,-72.9267239
14907,"67 WINCHESTER AV",41.317509,-72.9267519
14908,"71 WINCHESTER AV",41.317586,-72.9267689
14909,"77 WINCHESTER AV",41.317652,-72.926765
14910,"79 WINCHESTER AV",41.317746,-72.9269209
14911,"85 WINCHESTER AV",41.3179174,-72.927077
14912,"28 COMPTON ST",41.317988,-72.927017
14913,"26 COMPTON ST",41.3179883,-72.9268653
14914,"18 COMPTON ST",41.317891,-72.926664
14915,"14 COMPTON ST",41.317977,-72.926496
14916,NA,40.6004643,-73.752093
14917,NA,40.6004643,-73.752093
14918,NA,40.6004643,-73.752093
14919,NA,40.6004643,-73.752093
14920,"70 SACHEM ST",41.315548,-72.925122
14921,"50 TOWER PKWY",41.313731,-72.929264
14922,"400 YORK ST",41.313161,-72.92892
14923,"227 GROVE ST",41.312615,-72.9269906
14924,NA,40.6004643,-73.752093
14925,NA,40.6004643,-73.752093
14926,NA,40.6004643,-73.752093
14927,NA,40.6004643,-73.752093
14928,NA,40.6004643,-73.752093
14929,NA,40.6004643,-73.752093
14930,NA,40.6004643,-73.752093
14931,NA,40.6004643,-73.752093
14932,NA,40.6004643,-73.752093
14933,"YORK ST",41.3079806,-72.9319547
14934,"120 HIGH ST",41.3110772,-72.9285263
14935,"209 ELM ST",41.310691,-72.929168
14936,"121 HIGH ST",41.310859,-72.927836
14937,"110 WALL ST",41.310642,-72.927312
14938,"470 COLLEGE ST",41.3106916,-72.9267531
14939,"189 ELM ST",41.3099696,-72.9272173
14940,"115 HIGH ST",41.3115699,-72.9276662
14941,"HIGH ST",41.3090334,-72.9294973
14942,"9 TOWER PKWY",41.3126846,-72.9305752
14943,"YORK ST",41.3079806,-72.9319547
14944,"320 YORK ST",41.312309,-72.9293231
14945,"306 YORK ST",41.3117671,-72.9295752
14946,"302 YORK ST",41.311656,-72.929639
14947,"294 YORK ST",41.311547,-72.929711
14948,"290 YORK ST",41.3114316,-72.9297813
14949,"282 YORK ST",41.3111729,-72.929913
14950,NA,40.6004643,-73.752093
14951,"1 BROADWAY",41.3110184,-72.9300691
14952,"15 BROADWAY",41.3111821,-72.9301394
14953,"21 BROADWAY",41.3111634,-72.9302823
14954,"23 BROADWAY",41.3113015,-72.9302415
14955,"29 BROADWAY",41.3114191,-72.930305
14956,"51 BROADWAY",41.3117889,-72.9305012
14957,"57 BROADWAY",41.3119094,-72.9305984
14958,"65 BROADWAY",41.3120018,-72.9306827
14959,"77 BROADWAY",41.3125669,-72.9305154
14960,"140 HIGH ST",41.312055,-72.928132
14961,"145 HIGH ST",41.3120948,-72.927052
14962,"500 COLLEGE ST",41.311619,-72.92624
14963,"COLLEGE ST",41.3072866,-72.9286877
14964,"484 COLLEGE ST",41.310959,-72.9263498
14965,"109 WALL ST",41.311376,-72.926661
14966,"121 WALL ST",41.3115804,-72.9272603
14967,"313 CROWN ST",41.3072733,-72.9322598
14968,"139 YORK ST",41.3074306,-72.9321985
14969,"149 YORK ST",41.30756,-72.9317338
14970,"1074 CHAPEL ST",41.30785,-72.931142
14971,"1074 CHAPEL ST",41.30785,-72.931142
14972,"1074 CHAPEL ST",41.30785,-72.931142
14973,"1120 CHAPEL ST",41.3081302,-72.9315506
14974,"38 HIGH ST",41.307507,-72.9310579
14975,"36 HIGH ST",41.307411,-72.931129
14976,"32 HIGH ST",41.3072117,-72.9311269
14977,"28 HIGH ST",41.30707,-72.931233
14978,"26 HIGH ST",41.3069642,-72.931243
14979,"24 HIGH ST",41.306875,-72.931379
14980,"295 CROWN ST",41.3070122,-72.931546
14981,"301 CROWN ST",41.3071052,-72.93175
14982,"307 CROWN ST",41.307232,-72.93194
14983,"283 CROWN ST",41.3068079,-72.931029
14984,"27 HIGH ST",41.3069529,-72.9308219
14985,"31 HIGH ST",41.3070551,-72.9307016
14986,"35 HIGH ST",41.3072033,-72.9306555
14987,"37 HIGH ST",41.3072762,-72.9305802
14988,"1048 CHAPEL ST",41.307476,-72.930172
14989,"41 HIGH ST",41.30744,-72.930442
14990,"1066 CHAPEL ST",41.307674,-72.930367
14991,"1042 CHAPEL ST",41.3075087,-72.9297981
14992,"1032 CHAPEL ST",41.3073882,-72.9296296
14993,"1032 CHAPEL ST",41.3073882,-72.9296296
14994,"1022 CHAPEL ST",41.3073426,-72.9294228
14995,"1016 CHAPEL ST",41.307245,-72.929355
14996,"1002 CHAPEL ST",41.307209,-72.929093
14997,"268 COLLEGE ST",41.3070977,-72.9291759
14998,"266 COLLEGE ST",41.3070402,-72.9292155
14999,NA,40.6004643,-73.752093
15000,"COLLEGE ST",41.3072866,-72.9286877
15001,"260 COLLEGE ST",41.3068138,-72.9292254
15002,"COLLEGE ST",41.3072866,-72.9286877
15003,"238 COLLEGE ST #2",44.4773655,-73.2102201
15004,"238 COLLEGE ST #1",44.4773655,-73.2102201
15005,NA,40.6004643,-73.752093
15006,NA,40.6004643,-73.752093
15007,"234 COLLEGE ST",41.306491,-72.929709
15008,"CROWN ST",41.3060093,-72.9296141
15009,"220 COLLEGE ST",41.306305,-72.929767
15010,"255 CROWN ST",41.3065,-72.930159
15011,"261 CROWN ST",41.3065659,-72.930348
15012,"265 CROWN ST",41.306623,-72.930485
15013,"271 CROWN ST",41.3067,-72.930661
15014,"277 CROWN ST",41.306724,-72.930831
15015,"279 CROWN ST",41.306753,-72.930898
15016,"281 CROWN ST",41.306782,-72.9309619
15017,"1073 CHAPEL ST",41.308411,-72.930805
15018,"197 YORK ST",41.309018,-72.930463
15019,"201 YORK ST",41.309848,-72.929778
15020,"64 HIGH ST",41.3085499,-72.930192
15021,"60 HIGH ST",41.3081103,-72.9303222
15022,"HIGH ST",41.3090334,-72.9294973
15023,"1021 CHAPEL ST",41.3079915,-72.92928
15024,"61 HIGH ST",41.3089005,-72.9292614
15025,"214 ELM ST",41.309599,-72.92823
15026,"200 ELM ST",41.3096626,-72.9280878
15027,"330 COLLEGE ST",41.308579,-72.928363
15028,NA,40.6004643,-73.752093
15029,"60 YORK ST",41.3051995,-72.9340164
15030,"390 GEORGE ST",41.306572,-72.934663
15031,"82 YORK ST",41.306117,-72.934061
15032,"335 NORTH FRONTAGE RD",41.306302,-72.934957
15033,"300 GEORGE ST",41.304964,-72.9312779
15034,"340 GEORGE ST",41.3053545,-72.9321817
15035,"111 PARK ST",41.3072041,-72.934151
15036,"100 YORK ST",41.3069846,-72.9330835
15037,"379 GEORGE ST",41.306784,-72.933741
15038,"123 YORK ST",41.3062036,-72.9321732
15039,"129 YORK ST",41.3068001,-72.9325098
15040,"HIGH ST",41.3090334,-72.9294973
15041,"280 CROWN ST",41.3064281,-72.9311797
15042,"274 CROWN ST",41.3062693,-72.931033
15043,"270 CROWN ST",41.3061923,-72.9308971
15044,"260 CROWN ST",41.306094,-72.930638
15045,"254 CROWN ST",41.3061295,-72.9303245
15046,"250 CROWN ST",41.306066,-72.930187
15047,NA,40.6004643,-73.752093
15048,"200 COLLEGE ST",41.3057538,-72.9298251
15049,NA,40.6004643,-73.752093
15050,"297 GEORGE ST",41.3055339,-72.9305785
15051,"301 GEORGE ST",41.305754,-72.931044
15052,"301 GEORGE ST",41.305754,-72.931044
15053,"305 GEORGE ST",41.3055006,-72.9313289
15054,"323 GEORGE ST",41.3058187,-72.9314606
15055,"9 HIGH ST",41.3060339,-72.931409
15056,"15 HIGH ST",41.306229,-72.931326
15057,"184 LIBERTY ST",41.3013845,-72.9327872
15058,"184 LIBERTY ST",41.3013845,-72.9327872
15059,"290 CONGRESS AV",41.3019146,-72.9326011
15060,"270 CONGRESS AV",41.3019556,-72.9322032
15061,"216 CONGRESS AV",41.302129,-72.9317389
15062,"93 WASHINGTON AV",41.301605,-72.932301
15063,"101 WASHINGTON AV",41.301536,-72.93239
15064,"789 HOWARD AV",41.3026254,-72.9349287
15065,"375 CONGRESS AV",41.302042,-72.934397
15066,NA,40.6004643,-73.752093
15067,NA,40.6004643,-73.752093
15068,"333 CEDAR ST",41.3031877,-72.9339756
15069,"35 COLLEGE ST",41.3029,-72.931297
15070,"144 COLUMBUS AV",41.298347,-72.929326
15071,"150 COLUMBUS AV",41.298326,-72.9294929
15072,"PORTSEA ST",41.297119,-72.9326994
15073,"154 COLUMBUS AV",41.298298,-72.9296729
15074,"158 COLUMBUS AV",41.298272,-72.929835
15075,"162 COLUMBUS AV",41.298164,-72.930265
15076,"147 PORTSEA ST",41.2977118,-72.9302996
15077,"145 PORTSEA ST",41.297758,-72.930234
15078,"143 PORTSEA ST",41.2977307,-72.9301405
15079,"141 PORTSEA ST",41.2977301,-72.9300649
15080,"137 PORTSEA ST",41.2977915,-72.9299778
15081,"133 PORTSEA ST",41.2978045,-72.9298688
15082,"131 PORTSEA ST",41.2977839,-72.9297481
15083,"127 PORTSEA ST",41.2977582,-72.9296454
15084,"125 PORTSEA ST",41.2977946,-72.929517
15085,"115 PORTSEA ST",41.297952,-72.929322
15086,"100 CHURCH ST SOUTH",41.2995849,-72.9302879
15087,"46 PRINCE ST #101",43.1587744,-77.5892878
15088,"46 PRINCE ST #102A",43.1587744,-77.5892878
15089,"46 PRINCE ST #102B",43.1587744,-77.5892878
15090,"46 PRINCE ST #103",43.1587744,-77.5892878
15091,"46 PRINCE ST #104",43.1587744,-77.5892878
15092,"46 PRINCE ST #105",43.1587744,-77.5892878
15093,"46 PRINCE ST #106",43.1587744,-77.5892878
15094,"46 PRINCE ST #107",43.1587744,-77.5892878
15095,"46 PRINCE ST #108",43.1587744,-77.5892878
15096,"46 PRINCE ST #109",43.1587744,-77.5892878
15097,"46 PRINCE ST #201",43.1587744,-77.5892878
15098,"46 PRINCE ST #202",43.1587744,-77.5892878
15099,"46 PRINCE ST #203",43.1587744,-77.5892878
15100,"46 PRINCE ST #204",43.1587744,-77.5892878
15101,"46 PRINCE ST #205",43.1587744,-77.5892878
15102,"46 PRINCE ST #206",43.1587744,-77.5892878
15103,"46 PRINCE ST #207",43.1587744,-77.5892878
15104,"46 PRINCE ST #208",43.1587744,-77.5892878
15105,"46 PRINCE ST #209",43.1587744,-77.5892878
15106,"46 PRINCE ST #301",43.1587744,-77.5892878
15107,"46 PRINCE ST #302",43.1587744,-77.5892878
15108,"46 PRINCE ST #303",43.1587744,-77.5892878
15109,"46 PRINCE ST #305",43.1587744,-77.5892878
15110,"46 PRINCE ST #306",43.1587744,-77.5892878
15111,"46 PRINCE ST #307",43.1587744,-77.5892878
15112,"46 PRINCE ST #308",43.1587744,-77.5892878
15113,"46 PRINCE ST #309",43.1587744,-77.5892878
15114,"46 PRINCE ST #310",43.1587744,-77.5892878
15115,"46 PRINCE ST #401",43.1587744,-77.5892878
15116,"46 PRINCE ST UNIT 402B",41.3010164,-72.9300983
15117,"46 PRINCE ST #403",43.1587744,-77.5892878
15118,"46 PRINCE ST #404",43.1587744,-77.5892878
15119,"46 PRINCE ST #407",43.1587744,-77.5892878
15120,"46 PRINCE ST #408",43.1587744,-77.5892878
15121,"46 PRINCE ST #409",43.1587744,-77.5892878
15122,"46 PRINCE ST #410",43.1587744,-77.5892878
15123,"46 PRINCE ST #501",43.1587744,-77.5892878
15124,"46 PRINCE ST #601",43.1587744,-77.5892878
15125,"COLUMBUS AV",41.2977207,-72.9375651
15126,"COLUMBUS AV",41.2977207,-72.9375651
15127,"COLUMBUS AV",41.2977207,-72.9375651
15128,"COLUMBUS AV",41.2977207,-72.9375651
15129,"CEDAR ST",41.2980548,-72.9320372
15130,"10 AMISTAD ST",41.2999053,-72.9318117
15131,"CEDAR ST",41.2980548,-72.9320372
15132,"PRINCE ST",41.3013728,-72.9299269
15133,"CHURCH ST SOUTH",41.2993058,-72.9292786
15134,"PRINCE ST",41.3013728,-72.9299269
15135,"246 LAFAYETTE ST",41.302084,-72.930913
15136,"234 LAFAYETTE ST",41.301872,-72.930703
15137,"222 LAFAYETTE ST",41.301768,-72.930596
15138,"206 LAFAYETTE ST",41.301621,-72.93043
15139,"196 LAFAYETTE ST",41.301476,-72.9302647
15140,"188 LAFAYETTE ST",41.301376,-72.93019
15141,"39 PRINCE ST",41.30141,-72.930561
15142,"49 PRINCE ST",41.3010403,-72.9307351
15143,"19 GOLD ST",41.3012542,-72.9310583
15144,"70 WASHINGTON AV",41.3015927,-72.9314834
15145,"22 GOLD ST",41.3011726,-72.9315239
15146,"32 GOLD ST",41.301377,-72.931819
15147,"10 GOLD ST",41.3009238,-72.931271
15148,"104 WASHINGTON AV",41.30075,-72.932135
15149,"64 SPRING ST",41.2942794,-72.9311847
15150,"104 CEDAR ST",41.2940805,-72.9311797
15151,"90 CEDAR ST",41.293988,-72.931225
15152,"88 CEDAR ST",41.29392,-72.9312099
15153,"86 CEDAR ST",41.2938509,-72.931188
15154,"84 CEDAR ST",41.2937749,-72.931168
15155,"82 CEDAR ST",41.2937076,-72.9311101
15156,"11 ROSETTE ST",41.293808,-72.931448
15157,"17 ROSETTE ST",41.293797,-72.931572
15158,"19 ROSETTE ST",41.2937029,-72.931671
15159,"21 ROSETTE ST",41.293767,-72.931805
15160,"23 ROSETTE ST",41.293749,-72.931917
15161,"29 ROSETTE ST",41.293732,-72.932049
15162,"33 ROSETTE ST",41.293715,-72.932175
15163,"35 ROSETTE ST",41.293701,-72.932297
15164,"37 ROSETTE ST",41.2935619,-72.9324042
15165,"451 HOWARD AV",41.29351,-72.9327
15166,"455 HOWARD AV",41.293639,-72.932633
15167,"461 HOWARD AV",41.293753,-72.9327908
15168,"465 HOWARD AV",41.293875,-72.93271
15169,"469 HOWARD AV",41.2940029,-72.932731
15170,"473 HOWARD AV",41.294126,-72.932829
15171,"92 SPRING ST",41.2941659,-72.9325933
15172,"86 SPRING ST",41.2941657,-72.9324418
15173,"84 SPRING ST",41.2941798,-72.9322883
15174,"82 SPRING ST",41.294103,-72.932136
15175,"80 SPRING ST",41.2942012,-72.9320124
15176,"76 SPRING ST",41.2942258,-72.9318769
15177,"72 SPRING ST",41.2942482,-72.931716
15178,"70 SPRING ST",41.294181,-72.931557
