"pid","location","lat","lon"
1098,"37 CONCORD ST",41.259156,-72.891097
1099,"43 CONCORD ST",41.2592877,-72.8912647
1100,"49 CONCORD ST",41.2594414,-72.8913116
1101,"55 CONCORD ST",41.2595974,-72.8913782
1102,"61 CONCORD ST",41.2597497,-72.8914356
1103,"67 CONCORD ST",41.259897,-72.8915289
1104,"71 CONCORD ST",41.2600309,-72.8915985
1105,"77 CONCORD ST",41.2601763,-72.891644
1106,"81 CONCORD ST",41.260325,-72.891603
1107,"85 CONCORD ST",41.260442,-72.891653
1108,"91 CONCORD ST",41.2605549,-72.891718
1109,"97 CONCORD ST",41.260675,-72.891746
1110,"101 CONCORD ST",41.260789,-72.891751
1111,"107 CONCORD ST",41.260913,-72.891743
1112,"109 CONCORD ST",41.261052,-72.891739
1113,"111 CONCORD ST",41.261186,-72.891749
1114,"121 CONCORD ST",41.261322,-72.8919195
1115,"127 CONCORD ST",41.261438,-72.891835
1116,"17 ALDEN ST",41.261351,-72.891444
1117,"37 SHOREHAM RD",41.261003,-72.892323
1118,"80 CONCORD ST",41.2608236,-72.8923386
1119,"78 CONCORD ST",41.260687,-72.892633
1120,"92 CONCORD ST",41.260454,-72.892509
1121,"90 CONCORD ST",41.2603242,-72.8922606
1122,"88 CONCORD ST",41.2608936,-72.8922159
1123,"87 TOWNSEND AV",41.260007,-72.89267
1124,"89 TOWNSEND AV",41.260103,-72.892739
1125,"TOWNSEND AV",41.2741667,-72.896459
1126,"99 TOWNSEND AV",41.26027,-72.892982
1127,"105 TOWNSEND AV",41.260449,-72.893022
1128,"115 TOWNSEND AV",41.260678,-72.8931489
1129,"117 TOWNSEND AV",41.260834,-72.893179
1130,"129 TOWNSEND AV",41.260971,-72.893311
1131,"17 SHOREHAM RD",41.260988,-72.89305
1132,"19 SHOREHAM RD",41.2610295,-72.8928682
1133,"25 SHOREHAM RD",41.2610569,-72.8926979
1134,"33 SHOREHAM RD",41.2610348,-72.8925001
1135,"51 BEECHER PL",41.262487,-72.892437
1136,"156 CONCORD ST",41.262227,-72.892532
1137,"150 CONCORD ST",41.262106,-72.892537
1138,"146 CONCORD ST",41.261985,-72.892531
1139,"140 CONCORD ST",41.261862,-72.892533
1140,"136 CONCORD ST",41.261734,-72.892529
1141,"132 CONCORD ST",41.2615917,-72.8924043
1142,"36 SHOREHAM RD",41.261398,-72.892341
1143,"32 SHOREHAM RD",41.2613828,-72.8925261
1144,"28 SHOREHAM RD",41.261414,-72.892702
1145,"22 SHOREHAM RD",41.261413,-72.8929069
1146,"16 SHOREHAM RD",41.2613239,-72.8930666
1147,"14 SHOREHAM RD",41.261727,-72.893044
1148,"139 TOWNSEND AV",41.261238,-72.893407
1149,"143 TOWNSEND AV",41.261365,-72.8934979
1150,"147 TOWNSEND AV",41.261504,-72.893539
1151,"151 TOWNSEND AV",41.261621,-72.893603
1152,"155 TOWNSEND AV",41.261777,-72.893584
1153,"165 TOWNSEND AV",41.261898,-72.8938529
1154,"171 TOWNSEND AV",41.262088,-72.893973
1155,"15 BEECHER PL",41.262078,-72.893348
1156,"23 BEECHER PL",41.262229,-72.893426
1157,"37 BEECHER PL",41.262298,-72.893157
1158,"39 BEECHER PL",41.2624271,-72.8929603
1159,"41 BEECHER PL",41.2624489,-72.8927903
1160,"45 BEECHER PL",41.262437,-72.892644
1161,"49 BEECHER PL",41.262456,-72.892571
1162,"35 EDEN ST",41.2621333,-72.8908423
1163,"1414 DEAN ST",41.2617822,-72.8908611
1164,"30 ALDEN ST",41.2617709,-72.891059
1165,"14 ALDEN ST",41.261787,-72.891457
1166,"20 ALDEN ST",41.2617766,-72.891248
1167,"135 CONCORD ST",41.261762,-72.891795
1168,"141 CONCORD ST",41.261916,-72.891869
1169,"145 CONCORD ST",41.262021,-72.891874
1170,"151 CONCORD ST",41.262132,-72.8918769
1171,"11 EDEN ST",41.262057,-72.891619
1172,"15 EDEN ST",41.262061,-72.8914719
1173,"21 EDEN ST",41.262062,-72.891324
1174,NA,40.6004643,-73.752093
1175,"25 EDEN ST",41.2621217,-72.8910489
1176,"41 ARDEN ST",41.2632153,-72.8907961
1177,"1500 DEAN ST",41.2628778,-72.8908093
1178,"1490 DEAN ST",41.262725,-72.890896
1179,"34 EDEN ST",41.2624455,-72.8908256
1180,"26 EDEN ST",41.2624482,-72.891052
1181,"20 EDEN ST",41.262523,-72.891283
1182,"14 EDEN ST",41.2624262,-72.8915424
1183,"161 CONCORD ST",41.26244,-72.891887
1184,"165 CONCORD ST",41.2626224,-72.8919697
1185,"169 CONCORD ST",41.2627347,-72.8920382
1186,"11 ARDEN ST",41.26281,-72.8917419
1187,"15 ARDEN ST",41.2629277,-72.8915955
1188,"17 ARDEN ST",41.262904,-72.891381
1189,"31 ARDEN ST",41.2630954,-72.8911418
1190,"33 ARDEN ST",41.263142,-72.890938
1191,NA,40.6004643,-73.752093
1192,NA,40.6004643,-73.752093
1193,NA,40.6004643,-73.752093
1194,"208 COVE ST",41.2565189,-72.8932883
1195,"78 TOWNSEND AV",41.2595529,-72.893141
1196,"74 TOWNSEND AV",41.259434,-72.893077
1197,"70 TOWNSEND AV",41.259326,-72.893012
1198,"66 TOWNSEND AV",41.259219,-72.892956
1199,"60 TOWNSEND AV",41.259107,-72.892892
1200,"56 TOWNSEND AV",41.258989,-72.892824
1201,"48 TOWNSEND AV",41.258867,-72.892747
1202,"42 TOWNSEND AV",41.2587509,-72.892746
1203,"94 MORRIS COVE RD",41.2586609,-72.89272
1204,"90 MORRIS COVE RD",41.258557,-72.892733
1205,"86 MORRIS COVE RD",41.25845,-72.89279
1206,"82 MORRIS COVE RD",41.258349,-72.89279
1207,"76 MORRIS COVE RD",41.258216,-72.892821
1208,"70 MORRIS COVE RD",41.258057,-72.892854
1209,"64 MORRIS COVE RD",41.257888,-72.892857
1210,"56 MORRIS COVE RD",41.257733,-72.892937
1211,"50 MORRIS COVE RD",41.257366,-72.893027
1212,NA,40.6004643,-73.752093
1213,"509 LIGHTHOUSE RD",41.257416,-72.891313
1214,"22 TOWNSEND AV",41.257181,-72.891198
1215,"TOWNSEND AV",41.2741667,-72.896459
1216,"20 TOWNSEND AV",41.257034,-72.891113
1217,"18 TOWNSEND AV",41.256922,-72.891096
1218,"16 TOWNSEND AV",41.256806,-72.8911
1219,"14 TOWNSEND AV",41.256687,-72.891148
1220,"12 TOWNSEND AV",41.256582,-72.891244
1221,"10 TOWNSEND AV",41.2564629,-72.891314
1222,"8 TOWNSEND AV",41.256334,-72.891388
1223,"6 TOWNSEND AV",41.256206,-72.891466
1224,"4 TOWNSEND AV",41.256082,-72.891543
1225,"8 DOUGLASS AV",41.255957,-72.891614
1226,"453 LIGHTHOUSE RD",41.256104,-72.892045
1227,"457 LIGHTHOUSE RD",41.25623,-72.8919729
1228,"461 LIGHTHOUSE RD",41.25639,-72.891875
1229,NA,40.6004643,-73.752093
1230,"471 LIGHTHOUSE RD",41.256579,-72.891763
1231,"475 LIGHTHOUSE RD",41.256727,-72.891676
1232,"479 LIGHTHOUSE RD",41.256849,-72.891604
1233,"485 LIGHTHOUSE RD",41.256989,-72.891542
1234,"491 LIGHTHOUSE RD",41.257135,-72.8914914
1235,"499 LIGHTHOUSE RD",41.257295,-72.891425
1236,"38 TOWNSEND AV",41.2584665,-72.8921184
1237,"32 TOWNSEND AV",41.2582961,-72.8920724
1238,"30 TOWNSEND AV",41.2581877,-72.8919453
1239,"TOWNSEND AV",41.2741667,-72.896459
1240,"28 TOWNSEND AV",41.2580953,-72.8918718
1241,"26 TOWNSEND AV",41.2578918,-72.8917849
1242,"488 LIGHTHOUSE RD",41.257752,-72.891994
1243,"506 LIGHTHOUSE RD",41.257581,-72.891851
1244,"502 LIGHTHOUSE RD",41.2574443,-72.891883
1245,"496 LIGHTHOUSE RD",41.25732,-72.891989
1246,"490 LIGHTHOUSE RD",41.25719,-72.892056
1247,"482 LIGHTHOUSE RD",41.257008,-72.892159
1248,"35 MORRIS COVE RD",41.2570175,-72.8925096
1249,"43 MORRIS COVE RD",41.2572092,-72.8924316
1250,"47 MORRIS COVE RD",41.2573689,-72.8923807
1251,"53 MORRIS COVE RD",41.257502,-72.892352
1252,"57 MORRIS COVE RD",41.2576411,-72.8923133
1253,"67 MORRIS COVE RD",41.2579684,-72.8922068
1254,"MORRIS COVE RD",41.2578682,-72.8924565
1255,"MORRIS COVE RD",41.2578682,-72.8924565
1256,"MORRIS COVE RD",41.2578682,-72.8924565
1257,NA,40.6004643,-73.752093
1258,"70 CONCORD ST",41.259882,-72.892086
1259,"66 CONCORD ST",41.259733,-72.892067
1260,"60 CONCORD ST",41.2596029,-72.8919625
1261,"54 CONCORD ST",41.2594629,-72.8919109
1262,"50 CONCORD ST",41.259362,-72.891858
1263,NA,40.6004643,-73.752093
1264,"42 CONCORD ST",41.2591682,-72.8917065
1265,"38 CONCORD ST",41.259011,-72.891668
1266,"30 CONCORD ST",41.2588629,-72.8915368
1267,"27 TOWNSEND AV",41.2581649,-72.8914099
1268,"27 TOWNSEND AV",41.2581649,-72.8914099
1269,"29 TOWNSEND AV",41.258293,-72.8914269
1270,"33 TOWNSEND AV",41.258372,-72.891464
1271,"35 TOWNSEND AV",41.258474,-72.891518
1272,"41 TOWNSEND AV",41.258627,-72.891608
1273,"TOWNSEND AV",41.2741667,-72.896459
1274,"43 TOWNSEND AV",41.258801,-72.891861
1275,"45 TOWNSEND AV",41.258944,-72.89197
1276,"49 TOWNSEND AV",41.259039,-72.892036
1277,"53 TOWNSEND AV",41.259133,-72.892102
1278,"57 TOWNSEND AV",41.259227,-72.892169
1279,"61 TOWNSEND AV",41.259323,-72.892233
1280,"65 TOWNSEND AV",41.25942,-72.892299
1281,"67 TOWNSEND AV",41.259556,-72.892399
1282,"75 TOWNSEND AV",41.2597189,-72.8924569
1283,"81 TOWNSEND AV",41.259816,-72.892527
1284,"1 DOUGLASS AV",41.255806,-72.892116
1285,"2 TOWNSEND AV",41.255569,-72.891735
1286,"129 OCEAN VIEW ST",41.2534301,-72.8948755
1287,"125 OCEAN VIEW ST",41.2533095,-72.8948045
1288,"55 CLIFFORD TER",41.2534184,-72.894516
1289,"59 CLIFFORD TER",41.2534388,-72.8942159
1290,"CLIFFORD TER",41.2535295,-72.8950776
1291,"106 MEADOW VIEW TER",41.2528114,-72.8936369
1292,NA,40.6004643,-73.752093
1293,NA,40.6004643,-73.752093
1294,"104 MEADOW VIEW ST",41.2529026,-72.8938594
1295,"100 MEADOW VIEW ST",41.25278,-72.894071
1296,"58 SHEPARD AV",41.2528874,-72.8943071
1297,"54 SHEPARD AV",41.2529568,-72.8944804
1298,"50 SHEPARD AV",41.2530159,-72.8946533
1299,"115 OCEAN VIEW ST",41.253096,-72.894835
1300,"415 LIGHTHOUSE RD",41.2552068,-72.8930384
1301,"340 MARION ST",41.2549191,-72.8931334
1302,"334 MARION ST",41.2548315,-72.8928862
1303,"328 MARION ST",41.2546996,-72.8928192
1304,"324 MARION ST",41.254573,-72.892843
1305,"6 CONSTANCE ST",41.2546889,-72.8932209
1306,"7 CONSTANCE ST",41.2542202,-72.8930359
1307,"314 MARION ST",41.254307,-72.8926455
1308,"308 MARION ST",41.254187,-72.892685
1309,"300 MARION ST",41.254048,-72.89261
1310,"296 MARION ST",41.2538674,-72.8925196
1311,"286 MARION ST",41.253699,-72.892625
1312,"280 MARION ST",41.253519,-72.8926649
1313,"272 MARION ST",41.2533478,-72.892663
1314,"264 MARION ST",41.253176,-72.892776
1315,NA,40.6004643,-73.752093
1316,NA,40.6004643,-73.752093
1317,NA,40.6004643,-73.752093
1318,"62 CLIFFORD TER",41.2537859,-72.8940747
1319,"60 CLIFFORD TER",41.2537643,-72.8943551
1320,"137 OCEAN VIEW ST",41.2537013,-72.8948761
1321,"143 OCEAN VIEW ST",41.253837,-72.8948971
1322,"147 OCEAN VIEW ST",41.2539679,-72.8948703
1323,"157 OCEAN VIEW ST",41.2541047,-72.8948948
1324,"161 OCEAN VIEW ST",41.2542362,-72.8949442
1325,"163 OCEAN VIEW ST",41.2543677,-72.8949902
1326,"167 OCEAN VIEW ST",41.2545208,-72.8949671
1327,"357 LIGHTHOUSE RD",41.2547732,-72.8950424
1328,"361 LIGHTHOUSE RD",41.2548039,-72.8948695
1329,"365 LIGHTHOUSE RD",41.2548469,-72.8946736
1330,"28 ANTHONY DR",41.2546236,-72.8944244
1331,"24 ANTHONY DR",41.2544752,-72.8944131
1332,"18 ANTHONY DR",41.2543309,-72.8943365
1333,"12 ANTHONY DR",41.2541895,-72.894256
1334,"6 ANTHONY DR",41.2540141,-72.8942683
1335,"ANTHONY DR",41.2541683,-72.8940425
1336,"3 ANTHONY DR",41.2540448,-72.893706
1337,"9 ANTHONY DR",41.2542307,-72.8937751
1338,"15 ANTHONY DR",41.2543595,-72.8938893
1339,"21 ANTHONY DR",41.2545093,-72.8939785
1340,"ANTHONY DR",41.2541683,-72.8940425
1341,"27 ANTHONY DR",41.2546637,-72.8940412
1342,"387 LIGHTHOUSE RD",41.2549756,-72.8940291
1343,"397 LIGHTHOUSE RD",41.255033,-72.8937456
1344,"401 LIGHTHOUSE RD",41.2550644,-72.8935391
1345,"411 LIGHTHOUSE RD",41.255137,-72.893178
1346,"435 LIGHTHOUSE RD",41.255576,-72.892397
1347,NA,40.6004643,-73.752093
1348,NA,40.6004643,-73.752093
1349,"230 SOUTH END RD",41.2436616,-72.981009
1350,"220 SOUTH END RD",41.2434111,-72.9804388
1351,"214 SOUTH END RD",41.2432994,-72.9801825
1352,"210 SOUTH END RD",41.2432674,-72.980109
1353,"194 SOUTH END RD",41.2428846,-72.9792255
1354,"184 SOUTH END RD",41.2428046,-72.9790395
1355,"182 SOUTH END RD",41.2427955,-72.9790186
1356,"172 SOUTH END RD",41.2427502,-72.9789145
1357,"158 SOUTH END RD",41.2426867,-72.9787687
1358,"144 SOUTH END RD",41.2422102,-72.9776754
1359,"180 MEADOW VIEW ST",41.253426,-72.89119
1360,"174 MEADOW VIEW ST",41.25335,-72.891341
1361,"170 MEADOW VIEW ST",41.253282,-72.891503
1362,"158 MEADOW VIEW ST",41.2531612,-72.8919516
1363,"168 MEADOW VIEW ST",41.253217,-72.891696
1364,"265 MARION ST",41.253161,-72.892281
1365,"279 MARION ST",41.253413,-72.891992
1366,"285 MARION ST",41.253573,-72.8919669
1367,"307 MARION ST",41.253792,-72.891963
1368,"309 MARION ST",41.254024,-72.891975
1369,"309 MARION ST #1/2",41.649399,-75.457809
1370,"311 MARION ST",41.2543,-72.89209
1371,"315 MARION ST",41.254427,-72.892146
1372,"319 MARION ST",41.254556,-72.8922089
1373,"323 MARION ST",41.254684,-72.8922709
1374,"329 MARION ST",41.254858,-72.892358
1375,"337 MARION ST",41.2550524,-72.8924956
1376,"341 MARION ST",41.2551481,-72.892607
1377,NA,40.6004643,-73.752093
1378,"425 LIGHTHOUSE RD",41.255424,-72.8925919
1379,NA,40.6004643,-73.752093
1380,"149 COVE ST",41.255517,-72.895095
1381,"190 OCEAN VIEW ST",41.2551811,-72.8953625
1382,"346 LIGHTHOUSE RD",41.2551618,-72.8955708
1383,"338 LIGHTHOUSE RD",41.2550756,-72.8959079
1384,"330 LIGHTHOUSE RD",41.2550088,-72.8961772
1385,"328 LIGHTHOUSE RD",41.2548596,-72.8963553
1386,"115 COVE ST",41.2551834,-72.8963786
1387,"119 COVE ST",41.2552704,-72.8961656
1388,"COVE ST",41.2553271,-72.8965905
1389,"133 COVE ST",41.2553154,-72.8958652
1390,"141 COVE ST",41.2554273,-72.8954473
1391,"145 COVE ST",41.255431,-72.895263
1392,"198 COVE ST",41.256543,-72.893833
1393,"190 COVE ST",41.2562698,-72.8939711
1394,"184 COVE ST",41.256408,-72.894193
1395,"180 COVE ST",41.256313,-72.894353
1396,"178 COVE ST",41.256248,-72.894466
1397,"174 COVE ST",41.256186,-72.894602
1398,"170 COVE ST",41.256123,-72.894749
1399,"160 COVE ST",41.256026,-72.894873
1400,"156 COVE ST",41.2559063,-72.8951612
1401,NA,40.6004643,-73.752093
1402,NA,40.6004643,-73.752093
1403,"144 COVE ST",41.25592,-72.895554
1404,"138 COVE ST",41.255798,-72.8957215
1405,"134 COVE ST",41.2556788,-72.8958854
1406,"132 COVE ST",41.2555051,-72.8958896
1407,"130 COVE ST",41.2554641,-72.8960658
1408,"COVE ST",41.2553271,-72.8965905
1409,"COVE ST",41.2553271,-72.8965905
1410,"114 COVE ST",41.2554015,-72.8963345
1411,"211 COVE ST",41.2559449,-72.892757
1412,"434 LIGHTHOUSE RD",41.255814,-72.892811
1413,"430 LIGHTHOUSE RD",41.255699,-72.892889
1414,"420 LIGHTHOUSE RD",41.2555715,-72.8930094
1415,"416 LIGHTHOUSE RD",41.25561,-72.893189
1416,"412 LIGHTHOUSE RD",41.255499,-72.8932987
1417,"402 LIGHTHOUSE RD",41.255482,-72.8938359
1418,"392 LIGHTHOUSE RD",41.2553658,-72.8940023
1419,"386 LIGHTHOUSE RD",41.2553367,-72.8941964
1420,"382 LIGHTHOUSE RD",41.2553134,-72.8943433
1421,"376 LIGHTHOUSE RD",41.2552764,-72.8944937
1422,"370 LIGHTHOUSE RD",41.255247,-72.8946982
1423,"360 LIGHTHOUSE RD",41.2551698,-72.8949301
1424,"165 COVE ST",41.2555369,-72.894651
1425,"171 COVE ST",41.2556719,-72.8944719
1426,"179 COVE ST",41.2558584,-72.8941953
1427,"181 COVE ST",41.2558955,-72.8940012
1428,"197 COVE ST",41.2557199,-72.89364
1429,"203 COVE ST",41.2560523,-72.8934475
1430,"205 COVE ST",41.25595,-72.893091
1431,"207 COVE ST",41.255961,-72.892942
1432,"180 MARION ST",41.251269,-72.894222
1433,"MARION ST",41.2530157,-72.892575
1434,"196 MARION ST",41.251688,-72.894063
1435,"202 MARION ST",41.251824,-72.894008
1436,"206 MARION ST",41.252127,-72.893801
1437,"5 MARION ST",41.2524159,-72.893547
1438,"MARION ST",41.2530157,-72.892575
1439,"105 MEADOW VIEW ST",41.2526918,-72.8934947
1440,"MARION ST",41.2530157,-72.892575
1441,"MARION ST",41.2530157,-72.892575
1442,"179 MARION ST",41.25091,-72.89363
1443,"MARION ST",41.2530157,-72.892575
1444,"187 MARION ST",41.251201,-72.89353
1445,"40 MARION ST",41.251313,-72.893405
1446,NA,40.6004643,-73.752093
1447,"203 MARION ST",41.251496,-72.893087
1448,"MARION ST",41.2530157,-72.892575
1449,"215 MARION ST",41.251754,-72.892964
1450,"136 ROAD DAM & CREEK",43.5264207,-75.9151313
1451,"143 MEADOW VIEW ST",41.252716,-72.89257
1452,"6 LIGHTHOUSE POINT TER",41.252725,-72.892236
1453,"146 ROAD DAM & CREEK",41.994138,-73.6287119
1454,"CART RD",41.2515173,-72.8924643
1455,"ROAD DAM & CREEK",44.8327968,-71.0753417
1456,"190 CART RD",41.250456,-72.89298
1457,"52 CART RD",41.250664,-72.892957
1458,"62 CART RD",41.250861,-72.892951
1459,"68 CART RD",41.250985,-72.893126
1460,"CART RD",41.2515173,-72.8924643
1461,"68 ROAD DAM & CREEK",35.64244,-78.249528
1462,"64 ROAD DAM & CREEK",34.965829,-92.413468
1463,"10 LIGHTHOUSE POINT TER",41.252358,-72.891884
1464,"14 LIGHTHOUSE POINT TER",41.2522016,-72.8916367
1465,"16 LIGHTHOUSE POINT TER",41.2520284,-72.8914439
1466,NA,40.6004643,-73.752093
1467,"14 1/2 LIGHTHOUSE POINT TER",41.2506437,-72.8976192
1468,"30 LIGHTHOUSE POINT TER",41.2518413,-72.8913066
1469,"40 LIGHTHOUSE POINT TER",41.251448,-72.891093
1470,"150 ROAD DAM & CREEK",43.5272749,-75.9152073
1471,"ROAD DAM & CREEK",44.8327968,-71.0753417
1472,"114 CART RD",41.251719,-72.892203
1473,NA,40.6004643,-73.752093
1474,"18 ROAD DAM & CREEK",34.969289,-92.413436
1475,"75 MEADOW VIEW ST",41.252854,-72.891418
1476,"71 MEADOW VIEW ST",41.252766,-72.891679
1477,"79 MEADOW VIEW ST",41.252955,-72.891215
1478,"120 SOUTH END RD",41.2416934,-72.9764978
1479,"110 SOUTH END RD",41.2414081,-72.9762844
1480,"100 SOUTH END RD",41.2414175,-72.9758623
1481,"90 SOUTH END RD",41.2411734,-72.9753403
1482,"21 LIGHTHOUSE POINT TER",41.252035,-72.89088
1483,"66 SOUTH END RD",41.2407274,-72.9745575
1484,"SOUTH END RD",41.5658857,-72.8741861
1485,"58 SOUTH END RD",41.2405085,-72.9741768
1486,"44 SOUTH END RD",41.2402011,-72.9736412
1487,"40 SOUTH END RD",41.2401098,-72.9734821
1488,"SOUTH END RD",41.5658857,-72.8741861
1489,"LIGHTHOUSE POINT TER",41.2529599,-72.8920904
1490,"LIGHTHOUSE POINT TER",41.2529599,-72.8920904
1491,"LIGHTHOUSE POINT TER",41.2529599,-72.8920904
1492,"LIGHTHOUSE POINT TER",41.2529599,-72.8920904
1493,"19 LIGHTHOUSE POINT TER",41.252232,-72.891069
1494,"11 LIGHTHOUSE POINT TER",41.252435,-72.891215
1495,"7 LIGHTHOUSE POINT TER",41.252603,-72.89133
1496,"1 CORA ST",41.253965,-72.9003649
1497,"7 CORA ST",41.2536686,-72.9000988
1498,"11 CORA ST",41.253518,-72.900064
1499,"19 CORA ST",41.253395,-72.899981
1500,"21 CORA ST",41.2533029,-72.8998143
1501,"27 CORA ST",41.2531796,-72.8997676
1502,"251 LIGHTHOUSE RD",41.253451,-72.8983155
1503,"257 LIGHTHOUSE RD",41.2535892,-72.8981326
1504,"265 LIGHTHOUSE RD",41.2536797,-72.8979495
1505,"269 LIGHTHOUSE RD",41.2537735,-72.8977972
1506,"273 LIGHTHOUSE RD",41.2538536,-72.8977083
1507,"277 LIGHTHOUSE RD",41.2539011,-72.8975503
1508,"287 LIGHTHOUSE RD",41.2540121,-72.8973503
1509,"293 LIGHTHOUSE RD",41.254118,-72.897181
1510,"305 LIGHTHOUSE RD",41.2543026,-72.8969938
1511,"307 LIGHTHOUSE RD",41.2543719,-72.896786
1512,"311 LIGHTHOUSE RD",41.2544172,-72.8965968
1513,"128 MORRIS AV",41.2541386,-72.8966796
1514,"124 MORRIS AV",41.2540094,-72.896693
1515,"6 DOTY PL",41.253831,-72.897023
1516,"10 DOTY PL",41.2536699,-72.8972367
1517,"16 DOTY PL",41.2535095,-72.8974963
1518,"24 DOTY PL",41.25339,-72.897708
1519,"32 DOTY PL",41.253269,-72.897887
1520,"18 MARIN RD",41.253154,-72.89806
1521,"175 LIGHTHOUSE RD",41.253164,-72.898674
1522,"105 MORRIS AV",41.253266,-72.8963657
1523,"9 CLIFFORD TER",41.2533337,-72.8960235
1524,"19 CLIFFORD TER",41.2533645,-72.8957753
1525,"25 CLIFFORD TER",41.253384,-72.8954941
1526,"128 OCEAN VIEW ST",41.253349,-72.895262
1527,"34 SHEPARD AV",41.253071,-72.89532
1528,"26 SHEPARD AV",41.253051,-72.895591
1529,"20 SHEPARD AV",41.253041,-72.89578
1530,"16 SHEPARD AV",41.253029,-72.89596
1531,"12 SHEPARD AV",41.253014,-72.896156
1532,"4 SHEPARD AV",41.252997,-72.896375
1533,"325 LIGHTHOUSE RD",41.2544389,-72.8959736
1534,"345 LIGHTHOUSE RD",41.2546966,-72.895495
1535,"347 LIGHTHOUSE RD",41.254698,-72.895364
1536,"170 OCEAN VIEW ST",41.2544889,-72.8954031
1537,"164 OCEAN VIEW ST",41.254346,-72.895434
1538,"158 OCEAN VIEW ST",41.2542015,-72.895364
1539,"152 OCEAN VIEW ST",41.2540703,-72.8953733
1540,"OCEAN VIEW ST",41.2535295,-72.8950776
1541,"148 OCEAN VIEW ST",41.2539376,-72.8953734
1542,"140 OCEAN VIEW ST",41.253724,-72.895382
1543,"22 CLIFFORD TER",41.2536727,-72.8956599
1544,"14 CLIFFORD TER",41.2536574,-72.8958242
1545,"8 CLIFFORD TER",41.253685,-72.8959556
1546,"115 MORRIS AV",41.2537621,-72.896334
1547,"2 CLIFFORD TER",41.2536178,-72.896258
1548,"117 MORRIS AV",41.2538639,-72.8962074
1549,"121 MORRIS AV",41.2540082,-72.8962387
1550,"123 MORRIS AV",41.2541431,-72.896222
1551,"7 COVE ST",41.4629037,-72.6799722
1552,"COVE ST",41.2553271,-72.8965905
1553,"11 COVE ST",41.4625379,-72.6802596
1554,"15 COVE ST",41.3980752,-73.0668658
1555,"21 COVE ST",41.25394,-72.899186
1556,"29 COVE ST",41.2540539,-72.898945
1557,"37 COVE ST",41.2542091,-72.8987087
1558,"49 COVE ST",41.2543491,-72.8984008
1559,"270 LIGHTHOUSE RD",41.2540942,-72.8980817
1560,"266 LIGHTHOUSE RD",41.2539836,-72.8982283
1561,"262 LIGHTHOUSE RD",41.2538951,-72.8983682
1562,"256 LIGHTHOUSE RD",41.2538134,-72.8984851
1563,"252 LIGHTHOUSE RD",41.2537509,-72.8986513
1564,"246 LIGHTHOUSE RD",41.2536447,-72.8987548
1565,"240 LIGHTHOUSE RD",41.2535674,-72.898925
1566,"236 LIGHTHOUSE RD",41.2534851,-72.8990763
1567,"234 LIGHTHOUSE RD",41.253501,-72.89926
1568,"230 LIGHTHOUSE RD",41.2533679,-72.8993157
1569,"222 LIGHTHOUSE RD",41.253377,-72.899483
1570,"8 COVE ST",41.315113,-73.0795873
1571,"14 COVE ST",41.3149398,-73.0793586
1572,"20 COVE ST",41.4041394,-72.8956943
1573,"COVE ST",41.2553271,-72.8965905
1574,"COVE ST",41.2553271,-72.8965905
1575,"20 COVE ST",41.4041394,-72.8956943
1576,"COVE ST",41.2553271,-72.8965905
1577,"COVE ST",41.2553271,-72.8965905
1578,"COVE ST",41.2553271,-72.8965905
1579,"COVE ST",41.2553271,-72.8965905
1580,"COVE ST",41.2553271,-72.8965905
1581,"COVE ST",41.2553271,-72.8965905
1582,"COVE ST",41.2553271,-72.8965905
1583,"COVE ST",41.2553271,-72.8965905
1584,"COVE ST",41.2553271,-72.8965905
1585,"20 COVE ST",41.4041394,-72.8956943
1586,"COVE ST",41.2553271,-72.8965905
1587,"COVE ST",41.2553271,-72.8965905
1588,"COVE ST",41.2553271,-72.8965905
1589,"COVE ST",41.2553271,-72.8965905
1590,"COVE ST",41.2553271,-72.8965905
1591,"COVE ST",41.2553271,-72.8965905
1592,"COVE ST",41.2553271,-72.8965905
1593,"COVE ST",41.2553271,-72.8965905
1594,"20 COVE ST",41.4041394,-72.8956943
1595,"COVE ST",41.2553271,-72.8965905
1596,"20 COVE ST",41.4041394,-72.8956943
1597,"COVE ST",41.2553271,-72.8965905
1598,"20 COVE ST",41.4041394,-72.8956943
1599,"COVE ST",41.2553271,-72.8965905
1600,"COVE ST",41.2553271,-72.8965905
1601,"COVE ST",41.2553271,-72.8965905
1602,"COVE ST",41.2553271,-72.8965905
1603,"COVE ST",41.2553271,-72.8965905
1604,"20 COVE ST",41.4041394,-72.8956943
1605,"20 COVE ST",41.4041394,-72.8956943
1606,"COVE ST",41.2553271,-72.8965905
1607,"20 COVE ST",41.4041394,-72.8956943
1608,"COVE ST",41.2553271,-72.8965905
1609,"20 COVE ST",41.4041394,-72.8956943
1610,"20 COVE ST",41.4041394,-72.8956943
1611,"20 COVE ST",41.4041394,-72.8956943
1612,"COVE ST",41.2553271,-72.8965905
1613,"20 COVE ST",41.4041394,-72.8956943
1614,"20 COVE ST",41.4041394,-72.8956943
1615,"24 COVE ST",41.254456,-72.899598
1616,"30 COVE ST",41.2231872,-73.0469139
1617,"34 COVE ST",41.2543694,-72.8992655
1618,"38 COVE ST",41.2544667,-72.8991449
1619,"62 COVE ST",41.25486,-72.8987502
1620,"64 COVE ST",41.2548733,-72.8981169
1621,"70 COVE ST",41.2549863,-72.8979663
1622,"74 COVE ST",41.2550326,-72.8977989
